date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:21	1454/1454	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/client/tata.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/tata.webp	(from http://103.53.42.56/)
18:54:21	2064/2064	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/jindal.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/jindal.webp	(from http://103.53.42.56/)
18:54:21	48516/48516	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:04%20GMT	http://103.53.42.56/images/wide-range-product.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/wide-range-product.webp	(from http://103.53.42.56/)
18:54:21	2196/2196	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/ge.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/ge.webp	(from http://103.53.42.56/)
18:54:22	1234/1234	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/acc.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/acc.webp	(from http://103.53.42.56/)
18:54:22	1688/1688	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/aditya-birla-group.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/aditya-birla-group.webp	(from http://103.53.42.56/)
18:54:22	1422/1422	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/l-&-t.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/l-&-t.webp	(from http://103.53.42.56/)
18:54:23	1542/1542	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/client/esscort.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/client/esscort.webp	(from http://103.53.42.56/)
18:54:23	8634/8634	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:02%20GMT	http://103.53.42.56/images/setting.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/setting.webp	(from http://103.53.42.56/)
18:54:23	3982/3982	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2018:16:20%20GMT	http://103.53.42.56/images/email-icon.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/email-icon.png	(from http://103.53.42.56/)
18:54:24	5647/5647	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2018:16:10%20GMT	http://103.53.42.56/images/calling-icon.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/calling-icon.png	(from http://103.53.42.56/)
18:54:24	6752/6752	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2018:16:14%20GMT	http://103.53.42.56/images/brochure-icon.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/brochure-icon.png	(from http://103.53.42.56/)
18:54:24	6717/6717	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2018:16:20%20GMT	http://103.53.42.56/images/mangla-logo-wite.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/mangla-logo-wite.png	(from http://103.53.42.56/)
18:54:28	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.eot	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regular.eot	(from http://103.53.42.56/css/style.min.css)
18:54:28	18028/18028	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.woff2	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regular.woff2	(from http://103.53.42.56/css/style.min.css)
18:54:29	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.eot?	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regulard41d.eot	(from http://103.53.42.56/css/style.min.css)
18:54:32	109025/109025	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.svg	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regular.svg	(from http://103.53.42.56/css/style.min.css)
18:54:34	23424/23424	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.woff	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regular.woff	(from http://103.53.42.56/css/style.min.css)
18:54:38	45404/45404	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/fonts/glyphicons-halflings-regular.ttf	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/glyphicons-halflings-regular.ttf	(from http://103.53.42.56/css/style.min.css)
18:54:56	208274/208274	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Jun%202021%2010:33:48%20GMT	http://103.53.42.56/js/script.min.js	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/js/script.min.js	(from http://103.53.42.56/)
18:55:33	378300/378300	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Jun%202021%2010:33:36%20GMT	http://103.53.42.56/fonts/building-icons.eot?z74vbr	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/building-icons4965.eot	(from http://103.53.42.56/css/style.min.css)
18:55:40	378300/378300	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Jun%202021%2010:33:36%20GMT	http://103.53.42.56/fonts/building-icons.eot?	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/building-iconsd41d.eot	(from http://103.53.42.56/css/style.min.css)
18:55:42	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:39%20GMT	http://103.53.42.56/css/grabbing.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/css/grabbing.4a.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:45	1298359/1298359	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Jun%202021%2010:33:36%20GMT	http://103.53.42.56/fonts/building-icons.svg?z74vbr	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/building-icons4965.svg	(from http://103.53.42.56/css/style.min.css)
18:55:45	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:41%20GMT	http://103.53.42.56/css/AjaxLoader.gif	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/css/AjaxLoader.4b.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:47	378136/378136	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Jun%202021%2010:33:36%20GMT	http://103.53.42.56/fonts/building-icons.ttf?z74vbr	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/building-icons4965.ttf	(from http://103.53.42.56/css/style.min.css)
18:55:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:44%20GMT	http://103.53.42.56/fonts/revicons/revicons.eot?5510888	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/revicons/revicons.4c90c6.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:46%20GMT	http://103.53.42.56/fonts/revicons/revicons.woff?5510888	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/revicons/revicons.4d90c6.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:47	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:46%20GMT	http://103.53.42.56/fonts/revicons/revicons.ttf?5510888	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/revicons/revicons.4e90c6.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:48	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:46%20GMT	http://103.53.42.56/fonts/revicons/revicons.svg?5510888	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/revicons/revicons.4f90c6.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:47%20GMT	http://103.53.42.56/css/openhand.cur	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/css/openhand.50.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:48%20GMT	http://103.53.42.56/css/closedhand.cur	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/css/closedhand.51.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:48%20GMT	http://103.53.42.56/assets/gridtile.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/gridtile.52.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:48%20GMT	http://103.53.42.56/assets/gridtile_white.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/gridtile_white.53.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:49%20GMT	http://103.53.42.56/assets/gridtile_3x3.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/gridtile_3x3.54.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:49%20GMT	http://103.53.42.56/assets/gridtile_3x3_white.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/gridtile_3x3_white.55.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:51	378212/378212	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Jun%202021%2010:33:36%20GMT	http://103.53.42.56/fonts/building-icons.woff?z74vbr	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/building-icons4965.woff	(from http://103.53.42.56/css/style.min.css)
18:55:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:49%20GMT	http://103.53.42.56/assets/coloredbg.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/coloredbg.56.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:51	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:50%20GMT	http://103.53.42.56/assets/loader.gif	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/assets/loader.57.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:53	24540/24540	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Jun%202021%2010:33:50%20GMT	http://103.53.42.56/fonts/roboto-black-webfont.woff	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/roboto-black-webfont.woff	(from http://103.53.42.56/css/style.min.css)
18:55:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:52%20GMT	http://103.53.42.56/images/parallax1.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/parallax1.5b.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:54	850/850	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:02%20GMT	http://103.53.42.56/images/quoteLeft.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/quoteLeft.webp	(from http://103.53.42.56/css/style.min.css)
18:55:54	820/820	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:02%20GMT	http://103.53.42.56/images/quoteRight.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/quoteRight.webp	(from http://103.53.42.56/css/style.min.css)
18:55:55	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2009%20Jan%202022%2013:25:53%20GMT	http://103.53.42.56/images/page-tittle.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/page-tittle.5f.delayed	(from http://103.53.42.56/css/style.min.css)
18:55:55	24860/24860	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Jun%202021%2010:33:50%20GMT	http://103.53.42.56/fonts/roboto-bold-webfont.woff	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/roboto-bold-webfont.woff	(from http://103.53.42.56/css/style.min.css)
18:55:56	25160/25160	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Jun%202021%2010:33:50%20GMT	http://103.53.42.56/fonts/roboto-regular-webfont.woff	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/fonts/roboto-regular-webfont.woff	(from http://103.53.42.56/css/style.min.css)
18:55:58	16286/16286	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:51:54%20GMT	http://103.53.42.56/images/counter.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/counter.webp	(from http://103.53.42.56/css/style.min.css)
18:56:01	39962/39962	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:51:54%20GMT	http://103.53.42.56/images/delar-since-1973.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/delar-since-1973.webp	(from http://103.53.42.56/css/style.min.css)
18:56:14	116970/116970	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2018:16:22%20GMT	http://103.53.42.56/images/mangla-product-manufacturing.jpg	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/mangla-product-manufacturing.jpg	(from http://103.53.42.56/css/style.min.css)
18:56:17	12752/12752	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:51:52%20GMT	http://103.53.42.56/images/about-us.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/about-us.webp	(from http://103.53.42.56/about-us.html)
18:56:18	106888/106888	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2018:16:24%20GMT	http://103.53.42.56/images/counter.jpg	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/counter.jpg	(from http://103.53.42.56/css/style.min.css)
18:56:22	31044/31044	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:10%20GMT	http://103.53.42.56/images/awards/sales-champion.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/sales-champion.webp	(from http://103.53.42.56/about-us.html)
18:56:23	159129/159129	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2018:16:26%20GMT	http://103.53.42.56/images/core-strength.jpg	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/core-strength.jpg	(from http://103.53.42.56/css/style.min.css)
18:56:24	37462/37462	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:08%20GMT	http://103.53.42.56/images/awards/bussiness-development.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/bussiness-development.webp	(from http://103.53.42.56/about-us.html)
18:56:26	18742/18742	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:12%20GMT	http://103.53.42.56/images/awards/valued-partner.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/valued-partner.webp	(from http://103.53.42.56/about-us.html)
18:56:26	14296/14296	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:10%20GMT	http://103.53.42.56/images/awards/indef-premier-league.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/indef-premier-league.webp	(from http://103.53.42.56/about-us.html)
18:56:27	9454/9454	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:10%20GMT	http://103.53.42.56/images/awards/ranking-for-annual-sales-mma-meet.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/ranking-for-annual-sales-mma-meet.webp	(from http://103.53.42.56/about-us.html)
18:56:28	19674/19674	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:06%20GMT	http://103.53.42.56/images/awards/annual-sales-mma-meet.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/annual-sales-mma-meet.webp	(from http://103.53.42.56/about-us.html)
18:56:28	12166/12166	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:08%20GMT	http://103.53.42.56/images/awards/elephant-award.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/elephant-award.webp	(from http://103.53.42.56/about-us.html)
18:56:29	12026/12026	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:08%20GMT	http://103.53.42.56/images/awards/bronze-award-all-india-ranking.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/bronze-award-all-india-ranking.webp	(from http://103.53.42.56/about-us.html)
18:56:31	17290/17290	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:08%20GMT	http://103.53.42.56/images/awards/appreciation-of-the-best-performance.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/appreciation-of-the-best-performance.webp	(from http://103.53.42.56/about-us.html)
18:56:31	243038/243038	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20May%202021%2018:16:38%20GMT	http://103.53.42.56/images/about/about-banner.jpg	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/about/about-banner.jpg	(from http://103.53.42.56/css/style.min.css)
18:56:31	22560/22560	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:10%20GMT	http://103.53.42.56/images/awards/indef-products.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/awards/indef-products.webp	(from http://103.53.42.56/about-us.html)
18:56:33	12940/12940	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2018:16:12%20GMT	http://103.53.42.56/images/core-strength-about.png	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/core-strength-about.png	(from http://103.53.42.56/about-us.html)
18:56:33	23744/23744	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:06%20GMT	http://103.53.42.56/images/about/our-forte.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/about/our-forte.webp	(from http://103.53.42.56/about-us.html)
18:56:38	24442/24442	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:22%20GMT	http://103.53.42.56/images/industries/energy-power.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/energy-power.webp	(from http://103.53.42.56/industries.html)
18:56:38	41002/41002	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:06%20GMT	http://103.53.42.56/images/about/manufacture-image.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/about/manufacture-image.webp	(from http://103.53.42.56/about-us.html)
18:56:39	22634/22634	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:24%20GMT	http://103.53.42.56/images/industries/steel.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/steel.webp	(from http://103.53.42.56/industries.html)
18:56:43	20656/20656	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:22%20GMT	http://103.53.42.56/images/industries/gas-oil.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/gas-oil.webp	(from http://103.53.42.56/industries.html)
18:56:43	32190/32190	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/industries/chemicals-fertilizer.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/chemicals-fertilizer.webp	(from http://103.53.42.56/industries.html)
18:56:43	56050/56050	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/industries/automobile.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/automobile.webp	(from http://103.53.42.56/industries.html)
18:56:44	2560/2560	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/ge-logo.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/ge-logo.webp	(from http://103.53.42.56/clients.html)
18:56:45	3228/3228	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:16%20GMT	http://103.53.42.56/images/customers/2.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/2.webp	(from http://103.53.42.56/clients.html)
18:56:46	48810/48810	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:22%20GMT	http://103.53.42.56/images/industries/construction-cement.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/construction-cement.webp	(from http://103.53.42.56/industries.html)
18:56:46	25946/25946	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:22%20GMT	http://103.53.42.56/images/industries/general-engineering-heavy-industries.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/general-engineering-heavy-industries.webp	(from http://103.53.42.56/industries.html)
18:56:46	3496/3496	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:18%20GMT	http://103.53.42.56/images/customers/3.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/3.webp	(from http://103.53.42.56/clients.html)
18:56:47	2726/2726	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:18%20GMT	http://103.53.42.56/images/customers/4.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/4.webp	(from http://103.53.42.56/clients.html)
18:56:47	2648/2648	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/5.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/5.webp	(from http://103.53.42.56/clients.html)
18:56:47	4044/4044	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/6.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/6.webp	(from http://103.53.42.56/clients.html)
18:56:48	2002/2002	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/7.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/7.webp	(from http://103.53.42.56/clients.html)
18:56:48	53578/53578	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:22%20GMT	http://103.53.42.56/images/industries/ports-cargo-terminal.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/industries/ports-cargo-terminal.webp	(from http://103.53.42.56/industries.html)
18:56:48	2602/2602	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/8.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/8.webp	(from http://103.53.42.56/clients.html)
18:56:48	1956/1956	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:20%20GMT	http://103.53.42.56/images/customers/9.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/9.webp	(from http://103.53.42.56/clients.html)
18:56:49	3030/3030	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/customers/10.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/10.webp	(from http://103.53.42.56/clients.html)
18:56:49	1770/1770	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/customers/11.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/11.webp	(from http://103.53.42.56/clients.html)
18:56:49	3570/3570	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/customers/12.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/12.webp	(from http://103.53.42.56/clients.html)
18:56:50	1960/1960	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/customers/13.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/13.webp	(from http://103.53.42.56/clients.html)
18:56:50	4176/4176	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:14%20GMT	http://103.53.42.56/images/customers/14.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/14.webp	(from http://103.53.42.56/clients.html)
18:56:50	2566/2566	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:16%20GMT	http://103.53.42.56/images/customers/15.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/15.webp	(from http://103.53.42.56/clients.html)
18:56:51	3988/3988	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:16%20GMT	http://103.53.42.56/images/customers/16.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/16.webp	(from http://103.53.42.56/clients.html)
18:56:51	4174/4174	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:16%20GMT	http://103.53.42.56/images/customers/17.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/17.webp	(from http://103.53.42.56/clients.html)
18:56:51	3574/3574	---M--	200	added ('OK')	image/webp	date:Tue,%2011%20May%202021%2017:52:16%20GMT	http://103.53.42.56/images/customers/18.webp	C:/Users/nmang/OneDrive/Documents/mangla.in2/103.53.42.56/images/customers/18.webp	(from http://103.53.42.56/clients.html)
